"slug","name","activity_slug","round_or_number","author_slugs","keyword_slugs","puzzle_page","solution_page"
"brainstorming-words-and-guessing","凑词爆猜","ccbc-13-14","C13-#13","seven-king-plus","meta-construction","https://archive.cipherpuzzles.com/index.html#/problem?c=ccbc13/problems/CCBC-13/13","https://archive.cipherpuzzles.com/index.html#/problem?c=ccbc13/problems/CCBC-13/13"
"translator","翻译官","ccbc-13-14","C13-#14","yao-yu","multilingual,compound-word","https://archive.cipherpuzzles.com/index.html#/problem?c=ccbc13/problems/CCBC-13/14","https://archive.cipherpuzzles.com/index.html#/problem?c=ccbc13/problems/CCBC-13/14"
"multiple-choice-question","单选题","ccbc-13-14","C13-#15","seven-king-plus,es,yao-yu,luo-ye-zi","caesar-cipher,kanto-expand","https://archive.cipherpuzzles.com/index.html#/problem?c=ccbc13/problems/CCBC-13/15","https://archive.cipherpuzzles.com/index.html#/problem?c=ccbc13/problems/CCBC-13/15"
"a-smile-like-the-wind","一笑如风","ccbc-13-14","C13-#16","yao-yu","beaufort-scale","https://archive.cipherpuzzles.com/index.html#/problem?c=ccbc13/problems/CCBC-13/16","https://archive.cipherpuzzles.com/index.html#/problem?c=ccbc13/problems/CCBC-13/16"
"poetry-recitation","诗词朗诵","ccbc-13-14","C13-#2","seven-king-plus,yao-yu,luo-ye-zi","poetry,pingshui-rhyme","https://archive.cipherpuzzles.com/index.html#/problem?c=ccbc13/problems/CCBC-13/2","https://archive.cipherpuzzles.com/index.html#/problem?c=ccbc13/problems/CCBC-13/2"
"people-of-all-kinds","各色人等","ccbc-13-14","C13-#3","luo-ye-zi","houbunsha","https://archive.cipherpuzzles.com/index.html#/problem?c=ccbc13/problems/CCBC-13/3","https://archive.cipherpuzzles.com/index.html#/problem?c=ccbc13/problems/CCBC-13/3"
"promptcard","提词卡","ccbc-13-14","C13-#4","luo-ye-zi","stroke,chinese-character-structure","https://archive.cipherpuzzles.com/index.html#/problem?c=ccbc13/problems/CCBC-13/4","https://archive.cipherpuzzles.com/index.html#/problem?c=ccbc13/problems/CCBC-13/4"
"the-red-world","红色的世界","ccbc-13-14","C13-#5","yao-yu","national-flag","https://archive.cipherpuzzles.com/index.html#/problem?c=ccbc13/problems/CCBC-13/5","https://archive.cipherpuzzles.com/index.html#/problem?c=ccbc13/problems/CCBC-13/5"
"speaking-by-looking-at-pictures","看图说话","ccbc-13-14","C13-#6","yao-yu","international-code-flags,geometry,metro,chinese-character-shape,emoji,latex,sub-puzzle,pictography,winter-olmpic-game","https://archive.cipherpuzzles.com/index.html#/problem?c=ccbc13/problems/CCBC-13/6","https://archive.cipherpuzzles.com/index.html#/problem?c=ccbc13/problems/CCBC-13/6"
"chinese-character-matrix","汉字方阵","ccbc-13-14","C13-#7","luo-ye-zi","chinese-character-comprehensive","https://archive.cipherpuzzles.com/index.html#/problem?c=ccbc13/problems/CCBC-13/7","https://archive.cipherpuzzles.com/index.html#/problem?c=ccbc13/problems/CCBC-13/7"
"small-paper-noodle","小纸条","ccbc-13-14","C13-#8","es","calculate","https://archive.cipherpuzzles.com/index.html#/problem?c=ccbc13/problems/CCBC-13/8","https://archive.cipherpuzzles.com/index.html#/problem?c=ccbc13/problems/CCBC-13/8"
"space-route","宇宙航线","ccbc-13-14","C13-#9","yao-yu,luo-ye-zi","foreign-language-integration","https://archive.cipherpuzzles.com/index.html#/problem?c=ccbc13/problems/CCBC-13/9","https://archive.cipherpuzzles.com/index.html#/problem?c=ccbc13/problems/CCBC-13/9"
"meta-ccbc-13","Meta: CCBC-13","ccbc-13-14","C13-Meta","es,luo-ye-zi","crossword,word-formation","https://archive.cipherpuzzles.com/index.html#/problem?c=ccbc13/problems/CCBC-13/13417491","https://archive.cipherpuzzles.com/index.html#/problem?c=ccbc13/problems/CCBC-13/13417491"
"ccbc-1314","CCBC-1314","ccbc-13-14","C1314-Meta","yao-yu","tetrahedron,chinese-character-form-phrases","https://archive.cipherpuzzles.com/index.html#/problem?c=ccbc13/problems/CCBC-1314/1314","https://archive.cipherpuzzles.com/index.html#/problem?c=ccbc13/problems/CCBC-1314/1314"
"no-character-sky-book","无字天书","ccbc-13-14","C14-#1","yao-yu","caesar-cipher,crossword,chinese-character-comprehensive","https://archive.cipherpuzzles.com/index.html#/problem?c=ccbc13/problems/CCBC-14/17","https://archive.cipherpuzzles.com/index.html#/problem?c=ccbc13/problems/CCBC-14/17"
"star-sky-railway","星穹铁道","ccbc-13-14","C14-#10","seven-king-plus","star-battle,railpool","https://archive.cipherpuzzles.com/index.html#/problem?c=ccbc13/problems/CCBC-14/26","https://archive.cipherpuzzles.com/index.html#/problem?c=ccbc13/problems/CCBC-14/26"
"crawling-grid","爬格子","ccbc-13-14","C14-#11","yao-yu","pentomino,crossword,witness","https://archive.cipherpuzzles.com/index.html#/problem?c=ccbc13/problems/CCBC-14/27","https://archive.cipherpuzzles.com/index.html#/problem?c=ccbc13/problems/CCBC-14/27"
"burn-it-small-universe","燃烧吧!小宇宙","ccbc-13-14","C14-#12","yao-yu","braille,pascal-triangle,chemical-element,taxonomy,protein,constellation,crossword,antarctic-scientific-research-station,tv-station-logo,sub-puzzle","https://archive.cipherpuzzles.com/index.html#/problem?c=ccbc13/problems/CCBC-14/28","https://archive.cipherpuzzles.com/index.html#/problem?c=ccbc13/problems/CCBC-14/28"
"when-will-you-come-again","何日君再来","ccbc-13-14","C14-#13","seven-king-plus","calculate,repeating-decimal,linear-feedback-displacement-register,cellular-automata,life-game,turing-machine","https://archive.cipherpuzzles.com/index.html#/problem?c=ccbc13/problems/CCBC-14/29","https://archive.cipherpuzzles.com/index.html#/problem?c=ccbc13/problems/CCBC-14/29"
"mei-kai-two-degree","梅开二度","ccbc-13-14","C14-#14","es,yao-yu","international-chess,anime-o-p","https://archive.cipherpuzzles.com/index.html#/problem?c=ccbc13/problems/CCBC-14/30","https://archive.cipherpuzzles.com/index.html#/problem?c=ccbc13/problems/CCBC-14/30"
"big-bee","大蜜蜂","ccbc-13-14","C14-#15","yao-yu","inductive-features","https://archive.cipherpuzzles.com/index.html#/problem?c=ccbc13/problems/CCBC-14/31","https://archive.cipherpuzzles.com/index.html#/problem?c=ccbc13/problems/CCBC-14/31"
"stamp-passion","邮票传情","ccbc-13-14","C14-#16","yao-yu","monetary-characteristics","https://archive.cipherpuzzles.com/index.html#/problem?c=ccbc13/problems/CCBC-14/32","https://archive.cipherpuzzles.com/index.html#/problem?c=ccbc13/problems/CCBC-14/32"
"pokemon-where","神奇宝贝在哪里","ccbc-13-14","C14-#2","yao-yu","chinese-character-form-phrases,pokemon","https://archive.cipherpuzzles.com/index.html#/problem?c=ccbc13/problems/CCBC-14/18","https://archive.cipherpuzzles.com/index.html#/problem?c=ccbc13/problems/CCBC-14/18"
"ten-weight-tower","十重塔","ccbc-13-14","C14-#3","luo-ye-zi","sub-puzzle,stacked-puzzle","https://archive.cipherpuzzles.com/index.html#/problem?c=ccbc13/problems/CCBC-14/19","https://archive.cipherpuzzles.com/index.html#/problem?c=ccbc13/problems/CCBC-14/19"
"strange-games","奇怪的游戏","ccbc-13-14","C14-#4","seven-king-plus","function","https://archive.cipherpuzzles.com/index.html#/problem?c=ccbc13/problems/CCBC-14/20","https://archive.cipherpuzzles.com/index.html#/problem?c=ccbc13/problems/CCBC-14/20"
"hexagonal-garden","六角花园","ccbc-13-14","C14-#5","es","xor,crossword","https://archive.cipherpuzzles.com/index.html#/problem?c=ccbc13/problems/CCBC-14/21","https://archive.cipherpuzzles.com/index.html#/problem?c=ccbc13/problems/CCBC-14/21"
"metaverse","元宇宙","ccbc-13-14","C14-#6","yao-yu","morse-code,braille,constellation,anagram,foreign-language-integration,piano-keys,sub-puzzle,meta-matching","https://archive.cipherpuzzles.com/index.html#/problem?c=ccbc13/problems/CCBC-14/22","https://archive.cipherpuzzles.com/index.html#/problem?c=ccbc13/problems/CCBC-14/22"
"three-dimensional-country","三维国","ccbc-13-14","C14-#7","seven-king-plus","binary,kurodoko,hitori,kurochute,yajisan-kazusan,context","https://archive.cipherpuzzles.com/index.html#/problem?c=ccbc13/problems/CCBC-14/23","https://archive.cipherpuzzles.com/index.html#/problem?c=ccbc13/problems/CCBC-14/23"
"colorful-black-white","五彩斑斓的黑白","ccbc-13-14","C14-#8","yao-yu","ascii,capture-the-flag,hsl","https://archive.cipherpuzzles.com/index.html#/problem?c=ccbc13/problems/CCBC-14/24","https://archive.cipherpuzzles.com/index.html#/problem?c=ccbc13/problems/CCBC-14/24"
"flower-cultivation","花卉培育","ccbc-13-14","C14-#9","luo-ye-zi","ternary,chinese-character-pronunciation,chinese-character-shape","https://archive.cipherpuzzles.com/index.html#/problem?c=ccbc13/problems/CCBC-14/25","https://archive.cipherpuzzles.com/index.html#/problem?c=ccbc13/problems/CCBC-14/25"
"morphosis","Meta: Morphosis III","ccbc-13-14","C14-Meta","yao-yu","caesar-cipher,levinstein-distance","https://archive.cipherpuzzles.com/index.html#/problem?c=ccbc13/problems/CCBC-14/13417492","https://archive.cipherpuzzles.com/index.html#/problem?c=ccbc13/problems/CCBC-14/13417492"
"jhjm-1-a-01","绝情更是","jhjm","初入武当-#1","xbh","antonym","https://jh2024.jianghujiemi.fun/puzzle/time","https://jh2024.jianghujiemi.fun/solution/time"
"jhjm-1-a-02","古城记忆","jhjm","初入武当-#2","xbh","chinese-character-form-phrases,lyrics","https://jh2024.jianghujiemi.fun/puzzle/scene","https://jh2024.jianghujiemi.fun/solution/scene"
"jhjm-1-a-03","上元节灯会","jhjm","初入武当-#3","xbh","five-stroke,chinese-character-riddle","https://jh2024.jianghujiemi.fun/puzzle/lantern","https://jh2024.jianghujiemi.fun/solution/lantern"
"jhjm-1-a-04","行间字里","jhjm","初入武当-#4","fire-winter","japanese-puzzle,pictography","https://jh2024.jianghujiemi.fun/puzzle/byline","https://jh2024.jianghujiemi.fun/solution/byline"
"jhjm-1-a-05","吃货考试","jhjm","初入武当-#5","fat-fish","bugcat-capoo","https://jh2024.jianghujiemi.fun/puzzle/eat_it","https://jh2024.jianghujiemi.fun/solution/eat_it"
"jhjm-1-a-meta","吐纳心法","jhjm","初入武当-Meta","xbh","morse-code","https://jh2024.jianghujiemi.fun/puzzle/intro_round_meta","https://jh2024.jianghujiemi.fun/solution/intro_round_meta"
"jhjm-1-b-01","午间随笔","jhjm","玉虚宫练武-#1","xbh","conundrum,chinese-character-comprehensive","https://jh2024.jianghujiemi.fun/puzzle/write","https://jh2024.jianghujiemi.fun/solution/write"
"jhjm-1-b-02","试问前程","jhjm","玉虚宫练武-#2","fat-fish","black-box-reasoning,chinese-character-homophonic","https://jh2024.jianghujiemi.fun/puzzle/guess_what","https://jh2024.jianghujiemi.fun/solution/guess_what"
"real-secret-of-neverland","梦幻岛的真正秘密","mh-2023","Final Meta","the-celestial-force","calendar","https://mh2023.puzzlehunt.cn/puzzle?key=backstage_finalmeta","https://mh2023.puzzlehunt.cn/puzzle?key=backstage_finalmeta"
"real-secret-of-losttown","迷失城的真正秘密","mh-2023","Meta Meta","the-celestial-force","coordinate,meta-construction","https://mh2023.puzzlehunt.cn/puzzle?key=backstage_losttown_meta","https://mh2023.puzzlehunt.cn/puzzle?key=backstage_losttown_meta"
"cipher-paper","Cipher Paper","mh-2023","backstage-#1","es,the-celestial-force","morse-code,pigpen,binary,amino-acid","https://mh2023.puzzlehunt.cn/puzzle?key=round1_01","https://mh2023.puzzlehunt.cn/puzzle?key=round1_01"
"mangled-letter","Mangled Letter","mh-2023","backstage-#10","the-celestial-force","vigenere,amino-acid,reverse-cipher","https://mh2023.puzzlehunt.cn/puzzle?key=round1_10","https://mh2023.puzzlehunt.cn/puzzle?key=round1_10"
"morse-terrace","Morse Terrace","mh-2023","backstage-#11","the-celestial-force","morse-code,stroke,physical-geography,rubic-cube,idiom-and-colloquialism,plants-vs-zombies,meng-de-li-an,food-drink-local","https://mh2023.puzzlehunt.cn/puzzle?key=round1_11","https://mh2023.puzzlehunt.cn/puzzle?key=round1_11"
"words-contest","Words' Contest","mh-2023","backstage-#12","the-celestial-force","morse-code,black-box-reasoning","https://mh2023.puzzlehunt.cn/puzzle?key=round1_12","https://mh2023.puzzlehunt.cn/puzzle?key=round1_12"
"miao-house","Miao House","mh-2023","backstage-#2","the-celestial-force","logic-tui-li","https://mh2023.puzzlehunt.cn/puzzle?key=round1_02","https://mh2023.puzzlehunt.cn/puzzle?key=round1_02"
"jigsaw-cube","Jigsaw Cube","mh-2023","backstage-#3","es,the-celestial-force","single-table,coordinate,rubic-cube,english-word-riddle","https://mh2023.puzzlehunt.cn/puzzle?key=round1_03","https://mh2023.puzzlehunt.cn/puzzle?key=round1_03"
"various-images","Various Images","mh-2023","backstage-#4","es","morse-code,vigenere,series","https://mh2023.puzzlehunt.cn/puzzle?key=round1_04","https://mh2023.puzzlehunt.cn/puzzle?key=round1_04"
"snap-shots","Snap Shots","mh-2023","backstage-#5","the-celestial-force","vigenere,network-mistake,english-word-riddle","https://mh2023.puzzlehunt.cn/puzzle?key=round1_05","https://mh2023.puzzlehunt.cn/puzzle?key=round1_05"
"squared-riddles","Squared Riddles","mh-2023","backstage-#6","the-celestial-force","morse-code,resistance,coordinate,constellation,8-big-planet,league-of-legends,international-chess,poker,minecraft,billiard,zodiac","https://mh2023.puzzlehunt.cn/puzzle?key=round1_06","https://mh2023.puzzlehunt.cn/puzzle?key=round1_06"
"nikoli-cells","Nikoli Cells","mh-2023","backstage-#7","the-celestial-force","binary,life-game,amino-acid","https://mh2023.puzzlehunt.cn/puzzle?key=round1_07","https://mh2023.puzzlehunt.cn/puzzle?key=round1_07"
"nostalgic-games","Nostalgic Games","mh-2023","backstage-#8","the-celestial-force","morse-code,nato,coordinate,poker,magic-tower","https://mh2023.puzzlehunt.cn/puzzle?key=round1_08","https://mh2023.puzzlehunt.cn/puzzle?key=round1_08"
"poker-flags","Poker Flags","mh-2023","backstage-#9","the-celestial-force","semaphore,binary,pinyin,coordinate,rubic-cube,word-search,chinese-character-riddle,english-word-riddle,poker","https://mh2023.puzzlehunt.cn/puzzle?key=round1_09","https://mh2023.puzzlehunt.cn/puzzle?key=round1_09"
"secret-of-backstage-1","Secret of Backstage","mh-2023","backstage-Meta","es,the-celestial-force","meta-matching","https://mh2023.puzzlehunt.cn/puzzle?key=round1_meta","https://mh2023.puzzlehunt.cn/puzzle?key=round1_meta"
"real-secret-of-backstage","Real Secret of Backstage","mh-2023","backstage-Meta Meta","es,the-celestial-force","resistance,determinant","https://mh2023.puzzlehunt.cn/puzzle?key=backstage_meta","https://mh2023.puzzlehunt.cn/puzzle?key=backstage_meta"
"secret-of-backstage-2","Secret of Backstage?","mh-2023","backstage-Meta?","es,the-celestial-force","meta-matching","https://mh2023.puzzlehunt.cn/puzzle?key=round2_meta","https://mh2023.puzzlehunt.cn/puzzle?key=round2_meta"
"secret-of-backstage-3","Secret of Backstage??","mh-2023","backstage-Meta??","es","meta-matching","https://mh2023.puzzlehunt.cn/puzzle?key=round3_meta","https://mh2023.puzzlehunt.cn/puzzle?key=round3_meta"
"truth-group-image","真理的群像","mh-2023","losttown-#1","bryant,mahir-wu","persona,pictography","https://mh2023.puzzlehunt.cn/puzzle?key=losttown_01","https://mh2023.puzzlehunt.cn/puzzle?key=losttown_01"
"fate-runs-through-the-star-river","命运 贯穿星河","mh-2023","losttown-#10","mahir-wu","calculate,five-elements,constellation,sub-puzzle,pictography,logic-tui-li","https://mh2023.puzzlehunt.cn/puzzle?key=losttown_10","https://mh2023.puzzlehunt.cn/puzzle?key=losttown_10"
"goodbye-for-goodbye","再见 为了再见","mh-2023","losttown-#11","mahir-wu","modern-poetry,pictography","https://mh2023.puzzlehunt.cn/puzzle?key=losttown_11","https://mh2023.puzzlehunt.cn/puzzle?key=losttown_11"
"lissajous-projector","李萨如放映机","mh-2023","losttown-#12","the-celestial-force","listen-music-recognition,music-tune,lissajous-graph","https://mh2023.puzzlehunt.cn/puzzle?key=losttown_12","https://mh2023.puzzlehunt.cn/puzzle?key=losttown_12"
"digital-maze","数字迷宫","mh-2023","losttown-#2","bryant,mahir-wu","binary,labyrinth,crossword","https://mh2023.puzzlehunt.cn/puzzle?key=losttown_02","https://mh2023.puzzlehunt.cn/puzzle?key=losttown_02"
"radiant-gemstones","璀璨宝石","mh-2023","losttown-#3","the-celestial-force","stroke,poetry,word-search,colour","https://mh2023.puzzlehunt.cn/puzzle?key=losttown_03","https://mh2023.puzzlehunt.cn/puzzle?key=losttown_03"
"never-store","Never Store","mh-2023","losttown-#4","es","braille,significance-of-8-gua","https://mh2023.puzzlehunt.cn/puzzle?key=losttown_04","https://mh2023.puzzlehunt.cn/puzzle?key=losttown_04"
"pain-the-art","痛苦这门艺术","mh-2023","losttown-#5","snow","ascii,word-search,lyrics,pictography","https://mh2023.puzzlehunt.cn/puzzle?key=losttown_05","https://mh2023.puzzlehunt.cn/puzzle?key=losttown_05"
"chaotic-starry-sky","混乱星空","mh-2023","losttown-#6","mahir-wu","ascii,rgc-code,galaxies","https://mh2023.puzzlehunt.cn/puzzle?key=losttown_06","https://mh2023.puzzlehunt.cn/puzzle?key=losttown_06"
"parallel-spacetime","平行时空","mh-2023","losttown-#7","kolchicin","fictional-languages,isomerism-character,physical-geography,text-face,pictography,xing-zheng-qu-hua","https://mh2023.puzzlehunt.cn/puzzle?key=losttown_07","https://mh2023.puzzlehunt.cn/puzzle?key=losttown_07"
"academic-archives","学术档案","mh-2023","losttown-#8","es","single-table,arxiv","https://mh2023.puzzlehunt.cn/puzzle?key=losttown_08","https://mh2023.puzzlehunt.cn/puzzle?key=losttown_08"
"strange-equation","奇怪的等式","mh-2023","losttown-#9","the-celestial-force","calculate,colour,logic-tui-li","https://mh2023.puzzlehunt.cn/puzzle?key=losttown_09","https://mh2023.puzzlehunt.cn/puzzle?key=losttown_09"
"secret-of-losttown","迷失城的秘密","mh-2023","losttown-Meta","the-celestial-force","word-search,pictography","https://mh2023.puzzlehunt.cn/puzzle?key=losttown_meta","https://mh2023.puzzlehunt.cn/puzzle?key=losttown_meta"
"hidden-secret-of-neverland","梦幻岛的隐藏秘密","mh-2023","losttown-Meta Meta","the-celestial-force","iso-standard","https://mh2023.puzzlehunt.cn/puzzle?key=losttown_finalmeta","https://mh2023.puzzlehunt.cn/puzzle?key=losttown_finalmeta"
"go-adventure","出发，去冒险！","mh-2023","neverland-#1","the-celestial-force","function,sub-puzzle,pictography,nurikabe","https://mh2023.puzzlehunt.cn/puzzle?key=neverland_01","https://mh2023.puzzlehunt.cn/puzzle?key=neverland_01"
"all-cats","全都是喵","mh-2023","neverland-#10","mahir-wu","bilibili,meme","https://mh2023.puzzlehunt.cn/puzzle?key=neverland_10","https://mh2023.puzzlehunt.cn/puzzle?key=neverland_10"
"code-03150405","代号03150405","mh-2023","neverland-#11","kolchicin","school-code,shang-biao-code,isbn-code,guo-jia-biao-zhun,xing-zheng-qu-hua,wipo-international-outside-design-cent-class,guo-dao-code,postal-code,chang-tu-area-code,iso-standard,subject-code,huo-che-hao","https://mh2023.puzzlehunt.cn/puzzle?key=neverland_11","https://mh2023.puzzlehunt.cn/puzzle?key=neverland_11"
"a-mouth-tv","一口电视","mh-2023","neverland-#12","may,mahir-wu","calculate,chinese-character-pronunciation,pictography","https://mh2023.puzzlehunt.cn/puzzle?key=neverland_12","https://mh2023.puzzlehunt.cn/puzzle?key=neverland_12"
"pineapple-pizza","菠萝披萨","mh-2023","neverland-#2","kolchicin","bacon-cipher,food-drink-local","https://mh2023.puzzlehunt.cn/puzzle?key=neverland_02","https://mh2023.puzzlehunt.cn/puzzle?key=neverland_02"
"small-student-compare-combat","小学生才比战斗力","mh-2023","neverland-#3","mahir-wu","kanto-expand,persona","https://mh2023.puzzlehunt.cn/puzzle?key=neverland_03","https://mh2023.puzzlehunt.cn/puzzle?key=neverland_03"
"foreign-student-diary","留学生日记","mh-2023","neverland-#4","mahir-wu","chinese-character-form-phrases,bo-lai-ci,qian-ci-zao-ju","https://mh2023.puzzlehunt.cn/puzzle?key=neverland_04","https://mh2023.puzzlehunt.cn/puzzle?key=neverland_04"
"out-teacher-table","出师表","mh-2023","neverland-#5","snow","single-table,chinese-character-riddle","https://mh2023.puzzlehunt.cn/puzzle?key=neverland_05","https://mh2023.puzzlehunt.cn/puzzle?key=neverland_05"
"miao-town-civil-exam","喵镇公务员考试","mh-2023","neverland-#6","bryant","logic-tui-li","https://mh2023.puzzlehunt.cn/puzzle?key=neverland_06","https://mh2023.puzzlehunt.cn/puzzle?key=neverland_06"
"bio-env-material-current-situation","生化环材现状","mh-2023","neverland-#7","es","calculate,chemical-element","https://mh2023.puzzlehunt.cn/puzzle?key=neverland_07","https://mh2023.puzzlehunt.cn/puzzle?key=neverland_07"
"river-lake-anecdotes","江湖轶事","mh-2023","neverland-#8","the-celestial-force","36-stratagems","https://mh2023.puzzlehunt.cn/puzzle?key=neverland_08","https://mh2023.puzzlehunt.cn/puzzle?key=neverland_08"
"mysterious-text","神秘的文字","mh-2023","neverland-#9","the-celestial-force,snow","morse-code,pigpen,semaphore,braille,chessboard,ternary,amino-acid,pictography,stacked-puzzle","https://mh2023.puzzlehunt.cn/puzzle?key=neverland_09","https://mh2023.puzzlehunt.cn/puzzle?key=neverland_09"
"secret-of-neverland","梦幻岛的秘密","mh-2023","neverland-Meta","the-celestial-force","witness","https://mh2023.puzzlehunt.cn/puzzle?key=neverland_finalmeta","https://mh2023.puzzlehunt.cn/puzzle?key=neverland_finalmeta"
"the-end-of-a-cocoon-bound-by-onself","作茧自缚者的终焉","pnku-1","Final Meta","winfrid","binary,xor","https://pku1.miaomiaomiao.com.cn/puzzle/38","https://pku1.miaomiaomiao.com.cn/puzzle/38"
"gift-for-self-proclaimed-observer","自诩观测者的获赠","pnku-1","Meta Meta","winfrid","pinyin,anagram","https://pku1.miaomiaomiao.com.cn/puzzle/37","https://pku1.miaomiaomiao.com.cn/puzzle/37"
"black-white-island","黑白岛","pnku-1","孑孓独行者的开场","winfrid,xanthene","xor,qrcode","https://pku1.miaomiaomiao.com.cn/puzzle/6","https://pku1.miaomiaomiao.com.cn/puzzle/6"
"blank-space-on-photos","照片上的留白","pnku-1","孑孓独行者的开场-#1","winfrid","anagram,pokemon","https://pku1.miaomiaomiao.com.cn/puzzle/1","https://pku1.miaomiaomiao.com.cn/puzzle/1"
"poetry-beginning","诗篇的开端","pnku-1","孑孓独行者的开场-#2","winfrid","xor","https://pku1.miaomiaomiao.com.cn/puzzle/2","https://pku1.miaomiaomiao.com.cn/puzzle/2"
"in-the-eyes","眼睛里","pnku-1","孑孓独行者的开场-#3","winfrid","pigpen,xor,shadow","https://pku1.miaomiaomiao.com.cn/puzzle/3","https://pku1.miaomiaomiao.com.cn/puzzle/3"
"emoji-genealogy","emoji家谱","pnku-1","孑孓独行者的开场-#4","winfrid","xor,rainbow,poetry,idiom-and-colloquialism,emoji,pixel-art","https://pku1.miaomiaomiao.com.cn/puzzle/4","https://pku1.miaomiaomiao.com.cn/puzzle/4"
"freedom-to-start-a-new-line","另起一行的自由","pnku-1","孑孓独行者的开场-#5","winfrid","braille,chinese-character-code,xor,trisome","https://pku1.miaomiaomiao.com.cn/puzzle/5","https://pku1.miaomiaomiao.com.cn/puzzle/5"
"deserted-island","荒岛","pnku-1","寻路觅途者的彷徨","winfrid","1a2b","https://pku1.miaomiaomiao.com.cn/puzzle/16","https://pku1.miaomiaomiao.com.cn/puzzle/16"
"cyber-electronic-artist","赛博电子艺术家","pnku-1","寻路觅途者的彷徨-#1","max-xing","qwerty,capture-the-flag,spectrum-analysis","https://pku1.miaomiaomiao.com.cn/puzzle/7","https://pku1.miaomiaomiao.com.cn/puzzle/7"
"who-seeks-to-dye-the-red","谁寻染朱痕","pnku-1","寻路觅途者的彷徨-#2","winfrid","persona,colour","https://pku1.miaomiaomiao.com.cn/puzzle/8","https://pku1.miaomiaomiao.com.cn/puzzle/8"
"i-am-multi-langue-speaker","爱慕猫体林国斯必克儿","pnku-1","寻路觅途者的彷徨-#3","winfrid","fictional-languages","https://pku1.miaomiaomiao.com.cn/puzzle/9","https://pku1.miaomiaomiao.com.cn/puzzle/9"
"small-puzzle","小谜题","pnku-1","寻路觅途者的彷徨-#4","winfrid","vigenere,nato","https://pku1.miaomiaomiao.com.cn/puzzle/10","https://pku1.miaomiaomiao.com.cn/puzzle/10"
"separation-fragmentation-falling-petals","支离、破碎、以及落英","pnku-1","寻路觅途者的彷徨-#5","shawn-she","sudoku,tangram,pictography","https://pku1.miaomiaomiao.com.cn/puzzle/11","https://pku1.miaomiaomiao.com.cn/puzzle/11"
"hex-technology-ash-painter","海克斯科技灰烬作画师","pnku-1","寻路觅途者的彷徨-#6","winfrid","hexadecimal,determinant","https://pku1.miaomiaomiao.com.cn/puzzle/12","https://pku1.miaomiaomiao.com.cn/puzzle/12"
"cipher-phobia-unlucky-egg","密码恐惧症与倒霉蛋","pnku-1","寻路觅途者的彷徨-#7","winfrid","caesar-cipher,9-keyboard,qwerty,atbash,other-base-system,chemical-element","https://pku1.miaomiaomiao.com.cn/puzzle/13","https://pku1.miaomiaomiao.com.cn/puzzle/13"
"i-literary-girl","我，文学少女","pnku-1","寻路觅途者的彷徨-#8","winfrid","famous-book,bungaku-shoujo","https://pku1.miaomiaomiao.com.cn/puzzle/14","https://pku1.miaomiaomiao.com.cn/puzzle/14"
"rune-land-weaving-the-finishing-touch-of-the-melody","符文之地：织曲点睛","pnku-1","寻路觅途者的彷徨-#9","winfrid","morse-code,chessboard,binary,wordle,league-of-legends,listen-music-recognition,seven-sins,sub-puzzle","https://pku1.miaomiaomiao.com.cn/puzzle/15","https://pku1.miaomiaomiao.com.cn/puzzle/15"
"gold-silver-island","金银岛","pnku-1","斟酌词句者的隐喻","winfrid","chemical-element","https://pku1.miaomiaomiao.com.cn/puzzle/27","https://pku1.miaomiaomiao.com.cn/puzzle/27"
"sing-it-all-over-in-prosperity","繁华唱遍","pnku-1","斟酌词句者的隐喻-#1","winfrid","morse-code,poetry","https://pku1.miaomiaomiao.com.cn/puzzle/17","https://pku1.miaomiaomiao.com.cn/puzzle/17"
"face-text-sdjakhbwl","(｀･ω･)","pnku-1","斟酌词句者的隐喻-#10","winfrid","text-face","https://pku1.miaomiaomiao.com.cn/puzzle/26","https://pku1.miaomiaomiao.com.cn/puzzle/26"
"zero-one-two","012","pnku-1","斟酌词句者的隐喻-#2","winfrid","morse-code,ternary,rgc-code,japanese,organic-chemistry,amino-acid,national-flag","https://pku1.miaomiaomiao.com.cn/puzzle/18","https://pku1.miaomiaomiao.com.cn/puzzle/18"
"keep-silent","Keep Silent!","pnku-1","斟酌词句者的隐喻-#3","winfrid","yin-biao","https://pku1.miaomiaomiao.com.cn/puzzle/19","https://pku1.miaomiaomiao.com.cn/puzzle/19"
"you-draw-i-guess","你画我猜","pnku-1","斟酌词句者的隐喻-#4","winfrid","ai-creation,tarot","https://pku1.miaomiaomiao.com.cn/puzzle/20","https://pku1.miaomiaomiao.com.cn/puzzle/20"
"9-plus-5-equals-6","9+5=6","pnku-1","斟酌词句者的隐喻-#5","winfrid","semaphore,word-search,compound-word","https://pku1.miaomiaomiao.com.cn/puzzle/21","https://pku1.miaomiaomiao.com.cn/puzzle/21"
"many-mouth-mouth","多吕","pnku-1","斟酌词句者的隐喻-#6","mountain-south","binomial-nomenclature","https://pku1.miaomiaomiao.com.cn/puzzle/22","https://pku1.miaomiaomiao.com.cn/puzzle/22"
"self-directed-performed","自导自演","pnku-1","斟酌词句者的隐喻-#7","winfrid","peter-saville,fictional-languages","https://pku1.miaomiaomiao.com.cn/puzzle/23","https://pku1.miaomiaomiao.com.cn/puzzle/23"
